rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
3280	3	2	N/A	-254.04861982892513	0.0763819095477387	3.422246923264529	C17H32N4O8	[M - H4O2 + H]+	JPSJEJBQGMGNST	InChI=1S/C17H32N4O8/c1-5-7(2)12(20-14(25)11(18)8(3)23)15(26)21-13(9(4)24)16(27)19-10(6-22)17(28)29/h7-13,22-24H,5-6,18H2,1-4H3,(H,19,27)(H,20,25)(H,21,26)(H,28,29)	2-[[2-[[2-[(2-amino-3-hydroxybutanoyl)amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoic acid	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)O)NC(=O)C(C(C)O)N	-2.50099301	446420;18749027	PubChem:(446420 18749027);PubChem class - bio and metabolites	16777218	385.2078	96.895	5930_CARA_C18_pos_SIRIUS_26549
3281	3	2	N/A	-467.7451531874738	0.018090452261306532	2.6038563006613327	C30H41NO10	[M - H4O2 + H]+	WCIDPBDBMWNRMX	InChI=1S/C30H41NO10/c1-15-11-16(2)30-17(12-22(38-5)29(35)39-25(15)21(32)14-37-4)8-9-18-23(30)24(33)19(13-36-3)26(27(18)41-30)40-28(34)20-7-6-10-31-20/h6-11,15,17-19,21-27,31-33H,12-14H2,1-5H3	null	CC1C=C(C23C(CC(C(=O)OC1C(COC)O)OC)C=CC4C2C(C(C(C4O3)OC(=O)C5=CC=CN5)COC)O)C	1.20000005	101946515;132050563	COCONUT:(CNP0301825);Natural Products:(UNPD70852);PubChem:(101946515 132050563)	2129922	540.2556	48.865	1618_CARA_C18_pos_SIRIUS_24644
3282	2	2	N/A	-71.90692903705391	0.9999999999999999	18.949723588632292	C7H14O3	[M + H3N + H]+	DIOZVWSHACHNRT	InChI=1S/C7H14O3/c1-2-4-9-6-7-10-5-3-8/h2,8H,1,3-7H2	Allyldiglycol	C=CCOCCOCCO	0.1564181	84777	NORMAN:(NS00024924);PubChem class - safety and toxic;PubChem:(84777)	67371010	164.1274	12.017	4877_CARA_C18_pos_SIRIUS_698
3283	4	2	N/A	-56.532170600970986	0.32010050251256283	16.691529911114387	C38H72O5	[M + H3N + H]+	PFSLVGXFPBYJPP	InChI=1S/C38H72O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-16-14-12-10-8-6-4-2/h17-18,36,39H,3-16,19-35H2,1-2H3	null	CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCCCC)O	14.6999998	131801718	PubChem:(131801718);HMDB:(55991)	10	626.5682	147.009	1691_CARA_C18_pos_SIRIUS_6908
3284	3	3	N/A	-180.52707591612943	0.9567839195979901	27.00754765303349	C40H64O11	[M - H4O2 + H]+	PVMHLUQSCKSBOW	InChI=1S/C40H64O11/c1-20(2)31(44)25(43)16-21(3)24-10-15-40-19-39(24,40)14-11-27-37(8)13-12-29(49-23(5)42)36(6,7)28(37)17-30(38(27,40)9)51-35-34(47)33(46)32(45)26(50-35)18-48-22(4)41/h21,24-35,43-47H,1,10-19H2,2-9H3	cumingianoside D	CC(CC(C(C(=C)C)O)O)C1CCC23C1(C2)CCC4C3(C(CC5C4(CCC(C5(C)C)OC(=O)C)C)OC6C(C(C(C(O6)COC(=O)C)O)O)O)C	5.30000019	369935;4254395;10327541;90662064;101638193	COCONUT:(CNP0272718);Natural Products:(UNPD174543 UNPD144812 UNPD163973);PubChem:(369935 4254395 10327541 90662064 101638193);SuperNatural:(SN00303792 SN00301154);CHEBI:(65692);PubMed	3178594	685.4331	211.156	899_CARA_C18_pos_SIRIUS_2016
3285	1	4	N/A	-213.21018814585216	0.6452261306532663	27.609517276062427	C35H60O6	[M + H3N + H]+	XSJKCQBFCKZWSM	InChI=1S/C35H60O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h8-9,20-33,36-39H,7,10-19H2,1-6H3	null	CCC(C=CC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C	6.60510731	""	COCONUT:(CNP0375661)	2097152	594.4709	126.478	5965_CARA_C18_pos_SIRIUS_9422
3286	1	1	N/A	-138.60256636680757	0.09899497487437187	48.200529941789085	C38H73NO3	[M + K]+	BAXNUBOEQRHLSD	InChI=1S/C38H73NO3/c1-3-5-7-9-11-13-15-17-18-19-20-22-23-25-27-29-31-33-37(41)36(35-40)39-38(42)34-32-30-28-26-24-21-16-14-12-10-8-6-4-2/h23,25,31,33,36-37,40-41H,3-22,24,26-30,32,34-35H2,1-2H3,(H,39,42)	null	CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCC=CCCCCCCCCCCCCC)O	14.1000004	134720246;138124454	PubChem:(134720246 138124454);COCONUT:(CNP0075533)	2097154	630.5277	106.475	1369_CARA_C18_pos_SIRIUS_21780
3287	4	2	N/A	-95.00729843715423	0.030653266331658293	33.24803453663005	C33H62O6	[M + H3N + H]+	MQILKRLZMJKIJE	InChI=1S/C33H62O6/c1-4-7-10-13-15-16-18-21-24-27-33(36)39-30(28-37-31(34)25-22-19-12-9-6-3)29-38-32(35)26-23-20-17-14-11-8-5-2/h30H,4-29H2,1-3H3	null	CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCC	12.1999998	121596031;131777919;131778198	HMDB:(71111 71392);PubChem:(121596031 131777919 131778198);PubChem class - bio and metabolites	16777226	572.4861	176.372	1007_CARA_C18_pos_SIRIUS_5175
3288	4	6	N/A	-223.62191887264416	0.0934673366834171	7.37126056480508	C34H61N5O8	[M - H4O2 + H]+	KRPGEQRWVGNLJX	InChI=1S/C34H61N5O8/c1-10-12-13-14-15-16-17-26-23(8)33(45)39(9)29(22(7)11-2)32(44)38-28(21(5)6)31(43)36-24(19-40)30(42)37-27(20(3)4)25(41)18-35-34(46)47-26/h20-24,26-29,40H,10-19H2,1-9H3,(H,35,46)(H,36,43)(H,37,42)(H,38,44)	null	CCCCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)CNC(=O)O1)C(C)C)CO)C(C)C)C(C)CC)C)C	6.0	139584562	PubChem:(139584562);COCONUT:(CNP0336534)	2097154	632.4378	103.411	4604_CARA_C18_pos_SIRIUS_28063
3289	4	1	N/A	-276.9318629462626	0.14472361809045228	26.358077272810206	C43H72O5	[M + H3N + H]+	LBDXVTOFXXDOGH	InChI=1S/C43H72O5/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-43(46)48-41(39-44)40-47-42(45)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,41,44H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-40H2,1-2H3	Diacylglycerol(18:0/22:6)	CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC	14.1999998	9543881;14747030;134745879	COCONUT:(CNP0346881);HMDB:(7179);PubChem:(9543881 14747030 134745879);SuperNatural:(SN00217017);CHEBI:(77129);additional;PubChem class - bio and metabolites;MeSH:(9543881);Training Set;PubMed	20463726	686.5679	92.386	6852_CARA_C18_pos_SIRIUS_9129
3290	4	2	N/A	-143.99790077696295	0.4145728643216081	48.74326623618299	C43H85NO4	[M - H4O2 + H]+	FUNPOLWNRXNQQY	InChI=1S/C43H85NO4/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-24-28-31-34-37-42(47)43(48)44-40(38-45)41(46)36-33-30-27-25-22-23-26-29-32-35-39(2)3/h33,36,39-42,45-47H,4-32,34-35,37-38H2,1-3H3,(H,44,48)	N-[(2S,3R,4E)-1,3-dihydroxy-15-methylhexadec-4-en-2-yl]-2-hydroxyhexacosanamide	CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCCCCCCCCC(C)C)O)O	16.7000008	70680377;138453926	PubChem:(70680377 138453926);CHEBI:(71388 143837)	34	644.6284	298.986	4480_CARA_C18_pos_SIRIUS_6225
3291	1	1	N/A	-291.9115649025009	0.9457286432160804	50.247451303955245	C41H80N2O5	[M + H]+	VYCDFODYRFOXDA	InChI=1S/C41H80N2O5/c1-11-13-15-17-19-21-23-25-27-29-45-42-38(3,4)31-35(32-39(42,5)6)47-37(44)48-36-33-40(7,8)43(41(9,10)34-36)46-30-28-26-24-22-20-18-16-14-12-2/h35-36H,11-34H2,1-10H3	null	CCCCCCCCCCCON1C(CC(CC1(C)C)OC(=O)OC2CC(N(C(C2)(C)C)OCCCCCCCCCCC)(C)C)(C)C	14.3999996	57669465	PubChem:(57669465);PubChem class - safety and toxic	67108866	681.618	254.104	4185_CARA_C18_pos_SIRIUS_8020
3292	2	2	N/A	-71.713548978746	0.5492462311557789	7.020572469272009	C36H64O5	[M + H]+	XPGUEPBYNVJPCL	InChI=1S/C36H64O5/c1-3-5-7-9-11-13-15-17-18-19-21-22-24-26-28-30-35(38)40-33-34(32-37)41-36(39)31-29-27-25-23-20-16-14-12-10-8-6-4-2/h11,13,17-18,21-22,34,37H,3-10,12,14-16,19-20,23-33H2,1-2H3	Diacylglycerol(18:3n6/15:0)	CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCC=CCC=CCC=CCCCCC	12.3000002	53478114	COCONUT:(CNP0027262);HMDB:(7271);PubChem:(53478114);SuperNatural:(SN00217106);PubChem class - bio and metabolites	19922954	577.4779	170.499	7392_CARA_C18_pos_SIRIUS_20980
3293	4	1	N/A	-282.60607453246115	0.02462311557788945	3.958817554788956	C17H27N7O4	[M + H3N + H]+	XUKYGMIDWKBMIW	InChI=1S/C17H27N7O4/c1-3-11-22-12-15(18)20-9-21-16(12)24(11)17-14(26)13(25)10(28-17)8-23(2)6-4-5-7-27-19/h3,9-10,13-14,17,25-26H,1,4-8,19H2,2H3,(H2,18,20,21)	5''-{[4-(aminooxy)butyl](methyl)amino}-5''-deoxy-8-ethenyladenosine	CN(CCCCON)CC1C(C(C(O1)N2C(=NC3=C(N=CN=C32)N)C=C)O)O	-1.10000002	25181315;74400589	COCONUT:(CNP0194201);PubChem:(25181315 74400589);PubChem class - bio and metabolites	18874370	411.2488	54.973	6701_CARA_C18_pos_SIRIUS_14988
3294	4	3	N/A	-169.4064912020082	0.08241206030150755	14.014575616221324	C30H58O7	[M + H3N + H]+	DNURKIHGUWCFCL	InChI=1S/C30H58O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26(32)37-30-29(35)28(34)27(33)25(24-31)36-30/h25,27-31,33-35H,2-24H2,1H3	null	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC1C(C(C(C(O1)CO)O)O)O	7.96498394	""	COCONUT:(CNP0225988);Natural Products:(UNPD215612)	2129920	548.4479	98.81	3339_CARA_C18_pos_SIRIUS_10664
3295	2	2	N/A	-6.4038238410096895	0.9999999999999999	65.38293545059813	C19H38O4	[M + H3N + H]+	QHZLMUACJMDIAE	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3	Monopalmitin	CCCCCCCCCCCCCCCC(=O)OCC(CO)O	5.56583691	14900;3084463;11359451;54229153;57694152	HMDB:(11564);PubChem class - food;SuperNatural:(SN00038308 SN00038309);ZINC bio:(ZINC32840891 ZINC32840892);additional;MeSH:(14900 3084463 11359451);PubMed;NORMAN:(NS00010577);COCONUT:(CNP0138044);KNApSAcK:(42063);Natural Products:(UNPD194139 UNPD25833);PubChem:(14900 3084463 11359451 54229153 57694152);CHEBI:(64757 75542 75811 69081);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(2313);Training Set;Biocyc:(CPD-8508);KEGG Mine	25991964798	348.3088	92.657	1997_CARA_C18_pos_SIRIUS_325
3296	2	2	N/A	-498.0032222087328	0.9718592964824122	8.596363064585155	C38H64N2O7	[M - H2O + H]+	JPBXWYMLMHUNMH	InChI=1S/C38H64N2O7/c1-28(10-7-12-29(2)24-40-31(4)17-23-46-6)11-8-13-32(26-47-27-43)34-16-19-38(36(34)44)35(14-9-22-41)33(30(3)25-42)15-18-37(38,45)20-21-39-5/h8,11-13,25,31,34-36,39-41,43-45H,1,7,9-10,14-24,26-27H2,2-6H3	null	CC(CCOC)NCC(=CCCC(=C)C=CC=C(COCO)C1CCC2(C1O)C(C(=C(C)C=O)CCC2(CCNC)O)CCCO)C	4.95881224	""	COCONUT:(CNP0235258 CNP0310544);SuperNatural:(SN00169831)	3145728	643.4715	58.409	5828_CARA_C18_pos_SIRIUS_17385
3297	3	4	N/A	-63.158881272302985	0.6135678391959799	31.89992476754655	C22H38O5	[M - H4O2 + H]+	YMRWVEHSLXJOCD	InChI=1S/C22H38O5/c1-4-5-14-22(2,3)20(25)13-12-17-16(18(23)15-19(17)24)10-8-6-7-9-11-21(26)27/h6,8,12-13,16-20,23-25H,4-5,7,9-11,14-15H2,1-3H3,(H,26,27)	16,16-dimethyl-PGF2beta	CCCCC(C)(C)C(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O	4.16262197	170241;3246829;5283082;6441607;6506407;13187919;13187920;53394201;71771280;88768731;124629349;124629350;124406676;124406677;131705250;131705484;134688233;134688235	MeSH:(170241 6441607 53394201 134688233);Training Set;PubChem:(170241 3246829 5283082 6441607 6506407 13187919 13187920 53394201 71771280 88768731 124629349 124629350 124406676 124406677 131705250 131705484 134688233 134688235);PubMed;additional	540742	347.2568	112.744	3035_CARA_C18_pos_SIRIUS_8663
3298	1	1	N/A	-328.8328722672118	0.9964824120603014	4.151541526795023	C21H41N3O3	[M + H3N + H]+	OVUBDKNXJHOLMI	InChI=1S/C21H41N3O3/c1-5-9-12-17(8-4)20(26)24-18(21(27)23-16-11-7-3)13-14-19(25)22-15-10-6-2/h17-18H,5-16H2,1-4H3,(H,22,25)(H,23,27)(H,24,26)	UNII-0IAF2L30VS component OVUBDKNXJHOLMI-ROUUACIJSA-N	CCCCC(CC)C(=O)NC(CCC(=O)NCCCC)C(=O)NCCCC	3.9000001	11417726;73416522;73416523;71498798	PubChem:(11417726 73416522 73416523 71498798);NORMAN:(NS00002908)	262146	401.3455	107.362	5458_CARA_C18_pos_SIRIUS_18200
3299	4	3	N/A	-198.1252154331532	0.820100502512563	45.21022726319898	C34H65NO4	[M + H]+	BGCIWBMYVKHZNX	InChI=1S/C34H65NO4/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-32(37)31(30-36)35-34(39)33(38)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,26,28,31-33,36-38H,3-18,21-25,27,29-30H2,1-2H3,(H,35,39)	N-[(4E,8E)-1,3-dihydroxyoctadeca-4,8-dien-2-yl]-2-hydroxyhexadecanamide	CCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCC=CCCCCCCCCC)O)O	11.1999998	15609679;15609680;21778126;90658591	COCONUT:(CNP0076275);PubChem:(15609679 15609680 21778126 90658591);Biocyc:(CPD-8434)	2099202	552.4985	217.966	3958_CARA_C18_pos_SIRIUS_5294
3300	1	1	N/A	-221.38594826338309	0.41306532663316586	27.096520712089976	C34H67N3O	[M + Na]+	JRHPXSBEZCOKOU	InChI=1S/C34H67N3O/c1-4-6-8-10-12-14-16-18-20-22-24-27-33-35-30-32-37(33,3)31-26-29-36-34(38)28-25-23-21-19-17-15-13-11-9-7-5-2/h4-32H2,1-3H3/p+1	null	CCCCCCCCCCCCCC1=NCC[N+]1(C)CCCNC(=O)CCCCCCCCCCCCC	11.8999996	44151833	PubChem:(44151833);NORMAN:(NS00062938)	262146	556.52	253.907	3372_CARA_C18_pos_SIRIUS_684
3301	4	6	N/A	-263.8843694883801	0.04422110552763819	8.488461636045528	C20H38N4O12	[M + H3N + H]+	BEYLUTLCODJVLG	InChI=1S/C20H38N4O12/c1-5(26)24-7-2-6(22)17(35-19-13(29)10(23)11(27)9(4-25)34-19)16(32)18(7)36-20-15(31)14(30)12(28)8(3-21)33-20/h6-20,25,27-32H,2-4,21-23H2,1H3,(H,24,26)	D-Streptamine, O-3-amino-3-deoxy-alpha-D-glucopyranosyl-(1-6)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4))-N(sup 3)-acetyl-2-deoxy-	CC(=O)NC1CC(C(C(C1OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	-6.69999981	10744668;24846168	PubChem:(10744668 24846168);PubChem class - safety and toxic	67108866	544.2844	24.59	4648_CARA_C18_pos_SIRIUS_7117
3302	1	1	N/A	-111.24695422968377	0.9984924623115576	25.706296200349907	C46H93NO3	[M + Na]+	LTRSBAYPGMPMNS	InChI=1S/C46H93NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-27-28-30-32-34-36-38-40-42-46(50)47-44(43-48)45(49)41-39-37-35-33-31-29-16-14-12-10-8-6-4-2/h44-45,48-49H,3-43H2,1-2H3,(H,47,50)	N-(octacosanoyl)-sphinganine	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(CCCCCCCCCCCCCCC)O	19.8999996	70789060;77920974	PubChem:(70789060 77920974);CHEBI:(72019)	34	730.7003	260.631	3763_CARA_C18_pos_SIRIUS_1285
3303	1	1	N/A	-277.2864908824875	0.9999999999999999	39.469256399696796	C43H77NO4	[M + H3N + H]+	DUVFKUOPHLSSOG	InChI=1S/C43H77NO4/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)48-40-41(37-38-44)39-47-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h18,21,37H,3-17,19-20,22-36,39-40H2,1-2H3	null	CCCCCCCCCCCCCCCCCCCC(=O)OCC(=CC#N)COC(=O)CCCCCCCC=CCCCCCCCC	15.2599678	""	COCONUT:(CNP0356750);Natural Products:(UNPD177512)	2129920	689.6145	264.389	6168_CARA_C18_pos_SIRIUS_2588
3304	2	2	N/A	-173.87531413503385	0.521608040201005	11.438824843506286	C40H76O5	[M + H3N + H]+	KVRHKRMKQOETAR	InChI=1S/C40H76O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-39(41)44-37-35-43-36-38(37)45-40(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h37-38H,3-36H2,1-2H3	null	CCCCCCCCCCCCCCCCCC(=O)OC1COCC1OC(=O)CCCCCCCCCCCCCCCCC	16.6000004	44814484	COCONUT:(CNP0279329);Natural Products:(UNPD149745);PubChem:(44814484);SuperNatural:(SN00366321);PubMed	3178562	654.5992	152.376	7496_CARA_C18_pos_SIRIUS_5369
3305	1	1	N/A	-117.05525199721482	0.025628140703517592	42.82140277858224	C22H41NO2	[M + Na]+	SGGSVIZFYOSMRF	InChI=1S/C22H41NO2/c1-2-3-4-11-16-21(24)17-12-9-7-5-6-8-10-13-18-22(25)23-19-14-15-20-23/h2-20H2,1H3	null	CCCCCCC(=O)CCCCCCCCCCC(=O)N1CCCC1	6.53324652	""	COCONUT:(CNP0306027);Natural Products:(UNPD63141);SuperNatural:(SN00370071)	3178496	374.3065	94.784	4642_CARA_C18_pos_SIRIUS_21122
3306	4	4	N/A	-95.72664779983438	0.9999999999999999	72.4399204381289	C13H20O2	[M + H3N + H]+	OIASGIUDXARLDU	InChI=1S/C13H20O2/c1-12-3-9-2-10(4-12)6-13(5-9,8-12)7-11(14)15/h9-10H,2-8H2,1H3,(H,14,15)	Ambcb5357729	CC12CC3CC(C1)CC(C3)(C2)CC(=O)O	3.5999999	85698;768227;5175229;6940674	NORMAN:(NS00051998);PubChem:(85698 768227 5175229 6940674);PubMed	262210	226.1798	37.933	1740_CARA_C18_pos_SIRIUS_1640
3307	1	1	N/A	-189.45791688897367	0.9994974874371859	78.02164533549745	C42H83NO3	[M + Na]+	YUULKFVZRXQHPM	InChI=1S/C42H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h17-18,40-41,44-45H,3-16,19-39H2,1-2H3,(H,43,46)	C24:1 Sphinganine	CCCCCCCCCCCCCCCC(C(CO)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O	16.7999992	5283576;78382261;101062271;125399510	COCONUT:(CNP0318769);HMDB:(11769);PubChem:(5283576 78382261 101062271 125399510);CHEBI:(74130);additional;PubChem class - bio and metabolites;Training Set	19415082	672.6255	250.412	7370_CARA_C18_pos_SIRIUS_3885
3308	2	2	N/A	-16.67851312101837	0.9999999999999999	51.39328382355337	C39H70O5	[M + H3N + H]+	BLZVZPYMHLXLHG	InChI=1S/C39H70O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,17-20,37,40H,3-11,13,15-16,21-36H2,1-2H3	1-Oleo-2-linolein	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC	13.6999998	9543722;14275395;14275396;53689091;95858726;97045141;97045142;102392632	COCONUT:(CNP0169857);HMDB:(7219);PubChem:(9543722 14275395 14275396 53689091 95858726 97045141 97045142 102392632);SuperNatural:(SN00217055);YMDB Mine;CHEBI:(75450);ZINC bio:(ZINC40164797);additional;PubChem class - bio and metabolites;Training Set;PubMed	34380210282	636.5542	225.501	886_CARA_C18_pos_SIRIUS_27157
3309	1	4	N/A	-129.50673118248866	0.4010050251256282	12.648653633604905	C32H65NO4	[M + K]+	GWJYGHKQCUWLRZ	InChI=1S/C32H65NO4/c1-3-5-7-9-11-13-15-16-17-19-20-22-24-26-30(35)29(28-34)33-32(37)31(36)27-25-23-21-18-14-12-10-8-6-4-2/h29-31,34-36H,3-28H2,1-2H3,(H,33,37)	N-(2-hydroxytetradecanoyl)dihydroceramide	CCCCCCCCCCCCCCCC(C(CO)NC(=O)C(CCCCCCCCCCCC)O)O	11.6000004	18625169;22974273;53860906;70678866	PubChem:(18625169 22974273 53860906 70678866);CHEBI:(67046)	34	566.4597	107.508	4029_CARA_C18_pos_SIRIUS_13443
3310	3	3	N/A	-81.86018919088174	0.9999999999999999	16.185791656328124	C39H72O4	[M + H3N + H]+	UMHYVXGZRGOICM	InChI=1S/C39H72O4/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-38(40)42-36-37(3)43-39(41)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h18-21,37H,4-17,22-36H2,1-3H3	Propylene glycol dioleate	CCCCCCCCC=CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC=CCCCCCCCC	15.3999996	101579;6436863;14692903;73416508;73416509;98618699	PubChem:(101579 6436863 14692903 73416508 73416509 98618699);NORMAN:(NS00005126)	262146	622.5773	184.966	2240_CARA_C18_pos_SIRIUS_3719
3311	1	2	N/A	-252.55679264364983	0.550251256281407	9.08015707683618	C34H67NO9	[M + H]+	KOVUZRDYDHABCN	InChI=1S/C34H67NO9/c1-3-5-7-9-11-12-13-14-15-17-18-20-22-27(37)30(39)26(35-29(38)23-21-19-16-10-8-6-4-2)25-43-34-33(42)32(41)31(40)28(24-36)44-34/h26-28,30-34,36-37,39-42H,3-25H2,1-2H3,(H,35,38)	null	CCCCCCCCCCCCCCC(C(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)CCCCCCCCC)O)O	7.4000001	23726260;58987578;70859525	PubChem:(23726260 58987578 70859525);CHEBI:(84160)	34	634.4921	128.158	2299_CARA_C18_pos_SIRIUS_25997
3312	2	3	N/A	-124.19625516093554	0.033165829145728645	9.121327240792873	C40H68O3	[M + H3N + H]+	GFJZQJRUULUPGX	InChI=1S/C40H68O3/c1-9-10-11-12-13-14-15-16-34(42)43-33-20-21-37(6)31(36(33,4)5)19-22-39(8)32(37)18-17-29-30-27-35(2,3)23-25-40(30,28-41)26-24-38(29,39)7/h17,30-33,41H,9-16,18-28H2,1-8H3	null	CCCCCCCCCC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)CO)C)C)C	12.1999998	102145946;131751570	COCONUT:(CNP0239241);HMDB:(34510);Natural Products:(UNPD83223 UNPD147056);PubChem:(102145946 131751570);SuperNatural:(SN00234548 SN00277066);PubChem class - bio and metabolites	19955722	614.5542	201.14	6329_CARA_C18_pos_SIRIUS_2623
3313	3	3	N/A	-162.55934591180682	0.9939698492462312	35.31043581610282	C29H48O7	[M - H4O2 + H]+	CIQDSODCPIIBBH	InChI=1S/C29H48O7/c1-7-16(25(2,3)34)12-24(33)28(6,35)23-9-11-29(36)18-13-20(30)19-14-21(31)22(32)15-26(19,4)17(18)8-10-27(23,29)5/h13,16-17,19,21-24,31-36H,7-12,14-15H2,1-6H3	Makisterone C	CCC(CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O)C(C)(C)O	1.29999995	5318966;12304990;24984905;44230985;53723159;101249757	COCONUT:(CNP0151519);KNApSAcK:(48475);Natural Products:(UNPD180129 UNPD35484);PubChem:(5318966 12304990 24984905 44230985 53723159 101249757);SuperNatural:(SN00269632 SN00281191 SN00167087);PubMed	3178578	473.3272	108.743	3708_CARA_C18_pos_SIRIUS_3555
3314	2	6	N/A	-92.34887468856458	0.6964824120603016	8.140768806005617	C27H46O2	[M - H4O2 + H]+	INBGSXNNRGWLJU	InChI=1S/C27H46O2/c1-18(7-6-14-25(2,3)29)22-10-11-23-21-9-8-19-17-20(28)12-15-26(19,4)24(21)13-16-27(22,23)5/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3	25-Hydroxycholesterol	CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	6.80000019	548178;65094;3247051;9822460;12942951;12942952;12942954;12942955;22833658;23624099;23947068;42608393;44359594;53477807;57704673;58455549;68635973;66847502;68219059;68225073;71168114;90191735;89939071;102187796;101373337;118343694;123134822;126540255;124301979;126968662;133053588;131668569;131701198;131705619;134694167;135001985;137117766;138107196;137704998	HMDB:(6247);SuperNatural:(SN00376359);ZINC bio:(ZINC05751264);additional;MeSH:(65094);Plantcyc:(CPD-7285);PubMed;COCONUT:(CNP0266481);Natural Products:(UNPD158455 UNPD14064);PubChem:(548178 65094 3247051 9822460 12942951 12942952 12942954 12942955 22833658 23624099 23947068 42608393 44359594 53477807 57704673 58455549 68635973 66847502 68219059 68225073 71168114 90191735 89939071 102187796 101373337 118343694 123134822 126540255 124301979 126968662 133053588 131668569 131701198 131705619 134694167 135001985 137117766 138107196 137704998);YMDB Mine;CHEBI:(42977);PubChem class - bio and metabolites;KEGG:(C15519);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-7285)	34447485294	367.3328	129.406	6552_CARA_C18_pos_SIRIUS_9378
