shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_most specific class	CAN_level 5	CAN_subclass	CAN_class	CAN_superclass	CAN_all classifications
4592	3567_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4592	C40H83NO9	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hexoses; Secondary alcohols; Polyols; Glycerol ethers; Amines; Glycosphingolipids; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
6641	5015_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_6641	C14H5F17O4	[M + Cl]-	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives	Alkyl fluorides	Alkyl halides	Organohalogen compounds	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Perfluoroalkyl carboxylic acid and derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4628	3595_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4628	C41H75NO7	[M - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Lineolic acids and derivatives; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
911	617_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_911	C34H71NO7	[M - H2O - H]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Ceramides; Secondary alcohols; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1928	1489_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1928	C63H125NO8	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1677	1282_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1677	C48H95N9O4	[M - H2O - H]-	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2876	2196_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2876	C19H34N6O4	[M - H4O2 - H]-	Imidolactams			Imidolactams	Organoheterocyclic compounds	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Imidolactams; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2521	1946_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2521	C54H109NO10	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3020	2299_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3020	C52H95NO5	[M - H]-	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
5470	4183_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_5470	C49H88O6	[M - H2O - H]-	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Fatty alcohols; Secondary alcohols; Polyols; 3-hydroxysteroids; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3363	2593_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3363	C4H8BNO4S	[M - H2O - H]-	L-alpha-amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organoboron compounds; Sulfenyl compounds; Dialkylthioethers; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; L-cysteine-S-conjugates; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
7320	5453_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7320	C51H99NO8	[M - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4078	3149_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4078	C42H80O8	[M - H4O2 - H]-	Tricarboxylic acids and derivatives		Tricarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
522	301_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_522	C14H30O4S	[M - H]-	Sulfuric acid monoesters	Sulfuric acid monoesters	Sulfuric acid esters	Organic sulfuric acids and derivatives	Organic acids and derivatives	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1635	1247_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1635	C53H109NO9	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1969	1521_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1969	C38H79NO8	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Phytoceramides; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2167	1679_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2167	C53H98O6	[M - H]-	Hydroxy acids and derivatives			Hydroxy acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
7273	5422_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7273	C30H58O5	[M - H2O - H]-	Very long-chain fatty acids	Very long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
781	512_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_781	C17H30O5	[M - H4O2 - H]-	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3200	2452_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3200	C42H90N12	[M - H]-	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Amines; Tertiary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
3466	2683_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3466	C44H82O5	[M - H2O - H]-	Very long-chain fatty acids	Very long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2927	2231_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2927	C33H47ClN2O6	[M - H4O2 - H]-	Diphenylmethanes		Diphenylmethanes	Benzene and substituted derivatives	Benzenoids	Organic compounds; Lipids and lipid-like molecules; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Diphenylmethanes; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; N-acyl amines; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aromatic alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
6759	5081_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_6759	C7H3F13O	[M - H2O - H]-	Perfluoroalkyl carboxylic acid and derivatives	Perfluoroalkyl carboxylic acid and derivatives	Alkyl fluorides	Alkyl halides	Organohalogen compounds	Organic compounds; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl fluorides; Organofluorides; Alkyl halides; Perfluoroalkyl carboxylic acid and derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
7157	5362_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7157	C29H18Cl2N4O10	[M + Br]-	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
980	680_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_980	C58H115NO8	[M - H2O - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2264	1759_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2264	C42H80O7	[M - H4O2 - H]-	Fatty alcohols		Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2887	2203_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2887	C58H109NO8	[M - H4O2 - H]-	Glycosphingolipids		Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3766	2922_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_3766	C32H67N7O3	[M + Cl]-	Nitroaromatic compounds	C-nitro compounds	Organic nitro compounds	Allyl-type 1,3-dipolar organic compounds	Organic 1,3-dipolar compounds	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
4337	3336_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4337	C33H65NO7	[M - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1141	826_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1141	C19H35O5P	[M - H4O2 - H]-	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphonic acids and derivatives; Oxaphospholanes; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Phosphonic acid esters; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Phosphacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
7385	5478_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_7385	C38H50N8O3	[M - H4O2 - H]-	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1412	1071_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1412	C11H20F2O10	[M - H4O2 - H]-	Glycosyl compounds	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Halohydrins; Fluorohydrins; Alkyl halides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2960	2253_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2960	C60H121NO2	[M + Br]-	Naphthalenes			Naphthalenes	Benzenoids	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Organonitrogen compounds; Benzenoids; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1532	1167_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_1532	C18H34O5	[M - H4O2 - H]-	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
4466	3451_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4466	C28H57NO10	[M - H4O2 - H]-	Amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
4428	3416_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_4428	C51H97NO8	[M - H2O - H]-	Glycosyl-N-acylsphingosines	Neutral glycosphingolipids	Glycosphingolipids	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2634	2025_C18_neg_6_nodupl_gapfil35_25ppm_SIRIUS_charge0_r_2634	C44H93NO7	[M - H4O2 - H]-	Phytoceramides	Phytoceramides	Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Phytoceramides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
